transaction_id,transaction_date,step,hour_of_day,is_weekend,type,amount,amount_category,is_round_amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,amount_to_balance_ratio,latitudeOrig,longitudeOrig,latitudeDest,longitudeDest,distance_km,time_since_last_tx,anomalyFlags,anomaly_categories,anomaly_count,risk_score,risk_category,isFraud
TX000029,2024-01-01 22:00:00,22,22,0,CASH_IN,1396.9366574262044,LARGE,0,C000029,745.0267433024051,2141.9634007286095,M005598,90.56204660710894,0.0,1.8725021186806843,-29.076610764261112,27.368757506520776,-29.418607009293048,27.349898852875565,38.07223683452049,24.0,LARGE_BALANCE_DROP_80PCT,BALANCE,1,20,LOW_RISK,0
TX000030,2024-01-11 13:00:00,253,13,0,CASH_IN,250.89023262436342,MEDIUM,0,C000030,4323.714344882249,4574.604577506612,M001118,223.3035370192784,0.0,0.058013133959069506,-29.810516486586373,28.300182897225362,-29.850192400195255,28.171211471624712,13.19990845100255,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000031,2024-01-24 09:00:00,561,9,0,CASH_IN,1346.6757071648792,LARGE,0,C000031,4213.859571760529,5560.535278925408,M001709,3235.280969938483,1888.6052627736037,0.31950666071713946,-29.976501973646013,27.65441348345935,-29.93230568274488,27.93405059434941,27.385310393593883,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000032,2024-01-20 19:00:00,475,19,1,TRANSFER,301.4632174084345,MEDIUM,0,C000032,10140.351193447696,9838.887976039261,M004557,1694.7069389190046,1996.1701563274391,0.02972613921537489,-29.644672286072286,27.06631611590355,-29.601236057958904,27.23133410867946,16.666075815452764,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000033,2024-01-03 11:00:00,59,11,0,PAYMENT,1620.341136832427,LARGE,0,C000033,2383.1489361188997,762.8077992864726,M004250,4326.728903039798,5947.070039872225,0.6796308369351046,-29.277866900143895,27.366919005104286,-29.143420602540225,27.53515657062984,22.138309829159535,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000034,2024-01-22 07:00:00,511,7,0,CASH_OUT,2510.7556594421603,LARGE,0,C000034,2321.984431502343,0.0,M009061,14717.90107953294,17228.6567389751,1.080831892540227,-29.996672608552792,28.148322531148974,-29.901471583947654,27.266209411961224,85.6454645469597,24.0,LARGE_BALANCE_DROP_80PCT|FIRST_TIME_LARGE_TX,BALANCE|TEMPORAL,2,35,MEDIUM_RISK,0
TX000035,2024-01-29 10:00:00,682,10,0,CASH_OUT,2767.6600350996296,LARGE,0,C000035,4818.57678975248,2050.9167546528506,M009609,3227.9235329204294,5995.583568020059,0.5742537479606729,-29.89326663626708,27.103700003726235,-29.17444656619094,27.44273405823276,86.39739090035576,24.0,FIRST_TIME_LARGE_TX,TEMPORAL,1,15,LOW_RISK,0
TX000036,2024-01-20 20:00:00,476,20,1,PAYMENT,286.3232680308158,MEDIUM,0,C000036,5012.957082320687,4726.633814289871,M003603,155.31887228597674,441.64214031679256,0.057105249073710146,-29.513380646280293,27.221046603232367,-29.352877848332117,27.922951763660027,70.27832718298635,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000037,2024-01-30 04:00:00,700,4,0,CASH_OUT,232.98859616733128,MEDIUM,0,C000037,3167.6527666515026,2934.6641704841713,M002101,331.32978202877047,564.3183781961018,0.07352922939976908,-29.825321284841834,28.041340224062555,-29.37550797776226,27.56289820656516,68.12783604669806,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000038,2024-01-08 22:00:00,190,22,0,CASH_OUT,620.4457325885661,MEDIUM,0,C000038,2926.4830991694084,2306.0373665808424,M005421,6385.998337901338,7006.444070489904,0.21193827993903713,-29.815820523262968,28.33890118459131,-29.447291539872626,27.591089279753785,83.08641897274265,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000039,2024-01-29 15:00:00,687,15,0,TRANSFER,451.0721535896608,MEDIUM,0,C000039,3407.552457466606,2956.480303876945,M008857,2249.126847419084,2700.1990010087447,0.13233540020825102,-29.9347989696735,27.950598007586457,-29.79016581593095,27.809470938925784,21.067759102565976,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000040,2024-01-24 11:00:00,563,11,0,CASH_OUT,1334.098821775757,LARGE,0,C000040,9868.036473371356,8533.9376515956,M009177,5226.117659949737,6560.216481725493,0.13518025040999937,-29.84092384377346,27.333436580744333,-29.802144378102483,27.130836208262583,20.01494610558044,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000041,2024-01-24 15:00:00,567,15,0,PAYMENT,309.0011036398745,MEDIUM,0,C000041,3091.747029231352,2782.7459255914773,M007082,5826.610143570744,6135.611247210619,0.09991153518840216,-29.643679235957165,27.080120644874324,-29.719655073278116,28.108195934774123,99.67557496986076,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000042,2024-01-11 04:00:00,244,4,0,TRANSFER,852.1742919623149,MEDIUM,0,C000042,14061.372809627424,13209.198517665109,M007658,7879.737266080073,8731.911558042388,0.06059960886393915,-29.609303718956507,27.92268987382547,-29.02212867442158,27.60256430012001,72.29260867580554,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000043,2024-01-22 01:00:00,505,1,0,CASH_OUT,1370.2686059344185,LARGE,0,C000043,3505.934700909082,2135.666094974664,M003261,8976.966612547629,10347.235218482047,0.39073114351949917,-29.467357288331613,27.071097866896746,-29.564845102217152,27.720595632303482,63.77575852239103,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000044,2024-01-06 11:00:00,131,11,1,CASH_IN,13033.749110073979,VERY_LARGE,0,C000044,14899.362848919682,27933.11195899366,M009021,2427.8688146634454,0.0,0.8747269608282702,-29.626485639970756,27.919083077912635,-29.7474929558814,28.461449593281948,54.09271296930688,24.0,LARGE_AMOUNT_P95|LARGE_BALANCE_DROP_80PCT|FIRST_TIME_LARGE_TX|NEW_ACCOUNT_LARGE_TX,ACCOUNT|AMOUNT|BALANCE|TEMPORAL,4,70,HIGH_RISK,1
TX000045,2024-01-21 05:00:00,485,5,1,CASH_OUT,708.6514984968761,MEDIUM,0,C000045,8943.776985943316,8235.12548744644,M001508,1251.1870660554932,1959.8385645523695,0.0792251723671277,-29.795216586530383,27.338369916241643,-29.444625240061544,27.51655033247738,42.61929391218414,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000046,2024-01-27 23:00:00,647,23,1,PAYMENT,477.6056534833492,MEDIUM,0,C000046,2250.466392609303,1772.8607391259538,M003379,9799.858465336218,10277.464118819567,0.21213092722642657,-29.969037626302555,28.356984093613246,-29.944936045365395,27.972328403960887,37.154238932024725,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000047,2024-01-01 21:00:00,21,21,0,TRANSFER,410.6840252431847,MEDIUM,0,C000047,9962.336274432782,9551.652249189598,M009879,2378.2820989912307,2788.9661242344155,0.04121952867304633,-29.46728735818212,27.71263900273104,-29.82381052188035,27.588756475943715,41.41182976993245,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000048,2024-01-07 23:00:00,167,23,1,PAYMENT,314.2477072232099,MEDIUM,0,C000048,583.0246231402078,268.77691591699795,M005752,199.22952635578676,513.4772335789967,0.5380727023692079,-29.57365320298876,27.335907649964543,-29.63815506548683,28.34142407802552,97.4749948972529,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000049,2024-01-12 10:00:00,274,10,0,CASH_IN,669.6152839227902,MEDIUM,0,C000049,12954.48183962862,13624.09712355141,M006495,3088.1813484183917,2418.5660644956015,0.05168586488806235,-29.44480549505878,28.279717974837887,-29.062425183682514,28.27013440049256,42.52891446311389,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000050,2024-01-17 04:00:00,388,4,0,PAYMENT,408.44020650144375,MEDIUM,0,C000050,4993.520503475551,4585.080296974107,M004209,2657.9011598429192,3066.341366344363,0.08177766138255341,-29.668488620983403,27.381053097671263,-29.65234624758314,27.362436407643578,2.5411991249396078,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000051,2024-01-26 01:00:00,601,1,0,TRANSFER,461.8512238951194,MEDIUM,0,C000051,279.62924333281825,0.0,M008398,6784.12426103571,7245.97548493083,1.645770121495774,-29.62992050406126,27.459898614787313,-29.911579601252217,28.03761856891635,63.95442785860353,24.0,LARGE_BALANCE_DROP_80PCT,BALANCE,1,20,LOW_RISK,0
TX000052,2024-01-14 04:00:00,316,4,1,PAYMENT,18.741348882496855,SMALL,0,C000052,5167.729710613942,5148.988361731445,M007743,3176.9102838399135,3195.6516327224103,0.003625910026599312,-29.017833790193624,28.251416848583183,-29.379445386880953,27.09775799384581,118.98031306515762,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000053,2024-01-01 14:00:00,14,14,0,TRANSFER,2533.298831857963,LARGE,0,C000053,18296.14777423666,15762.848942378696,M006648,1287.9785074290571,3821.27733928702,0.13845320938080743,-29.541161559100658,27.463188044700892,-29.83813252560536,28.444778084294835,100.40409669267733,24.0,FIRST_TIME_LARGE_TX,TEMPORAL,1,15,LOW_RISK,0
TX000054,2024-01-11 02:00:00,242,2,0,PAYMENT,68.62922882411847,SMALL,0,C000054,361.7818296387243,293.1526008146058,M006171,10164.167645536445,10232.796874360563,0.1891749344019318,-29.088486895699013,27.615245653845957,-29.313161142862178,27.523485162021235,26.522815035104077,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000055,2024-01-15 10:00:00,346,10,0,PAYMENT,229.46363886377335,MEDIUM,0,C000055,4044.89733585142,3815.4336969876467,M008890,4852.704913770258,5082.168552634032,0.05671514124455285,-29.02638361800554,27.5214985061383,-29.5701032915473,28.24776415887715,92.81779507625514,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000056,2024-01-24 13:00:00,565,13,0,PAYMENT,324.256734682099,MEDIUM,0,C000056,6887.552259466442,6563.295524784343,M001324,2986.1448273945634,3310.4015620766622,0.04707182619344962,-29.7911971620847,27.174600476745564,-29.648424418370784,27.477647049115966,33.293494700832085,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000057,2024-01-15 04:00:00,340,4,0,CASH_OUT,1132.958577400567,LARGE,0,C000057,8310.465582143921,7177.507004743354,M004557,1039.856473030549,2172.815050431116,0.13631273163599184,-29.258649862159302,27.05834371837024,-29.677995037558894,27.949156111795308,98.03741316830326,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000058,2024-01-04 20:00:00,92,20,0,CASH_OUT,2586.8161508952853,LARGE,0,C000058,2670.705524801328,83.88937390604269,M004587,1403.0124793503737,3989.828630245659,0.9682265230512801,-29.3406550772873,28.086811011091473,-29.88254931446435,28.475386187976497,71.00590561326071,24.0,LARGE_BALANCE_DROP_80PCT|FIRST_TIME_LARGE_TX,BALANCE|TEMPORAL,2,35,MEDIUM_RISK,0
TX000059,2024-01-16 07:00:00,367,7,0,PAYMENT,454.1322590516906,MEDIUM,0,C000059,1141.8268010940862,687.6945420423956,M001151,3325.714468720459,3779.8467277721497,0.3973762766299554,-29.064084587604068,27.96770568590358,-29.234622267006284,28.315124794697446,38.70259234892916,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000060,2024-01-19 23:00:00,455,23,0,CASH_OUT,700.1682302282459,MEDIUM,0,C000060,216.32424791881232,0.0,M001954,224.1086299506042,924.27686017885,3.2217676441232355,-29.17950026049435,27.423549101328085,-29.262369585288976,27.24054886485736,20.007466881061067,24.0,LARGE_BALANCE_DROP_80PCT,BALANCE,1,20,LOW_RISK,0
TX000061,2024-01-18 20:00:00,428,20,0,TRANSFER,79.631301727919,SMALL,0,C000061,4334.243866287563,4254.612564559644,M005354,889.8883096000187,969.5196113279377,0.018368355779743103,-29.765604818257792,27.443398687477316,-29.704040993310738,27.821232649724205,37.11804669679973,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000062,2024-01-22 05:00:00,509,5,0,TRANSFER,2188.9113726445753,LARGE,0,C000062,3015.719562835525,826.8081901909495,M008160,3754.2514242454026,5943.1627968899775,0.7255932568644656,-29.493530830232622,28.417508674513023,-29.177193812484038,27.522797673172036,93.59094616898818,24.0,FIRST_TIME_LARGE_TX|UNUSUAL_HOURS_05H,TEMPORAL,2,25,MEDIUM_RISK,0
TX000063,2024-01-02 11:00:00,35,11,0,PAYMENT,217.33919038504578,MEDIUM,0,C000063,14854.651520054204,14637.312329669157,M001687,1961.886191685755,2179.2253820708006,0.014630067896493898,-29.880668462550148,28.48150669085024,-29.464270404963962,27.651508277472438,92.59625311515225,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000064,2024-01-09 14:00:00,206,14,0,CASH_IN,6614.327052959528,LARGE,0,C000064,312.59564855431006,6926.922701513839,M009501,1544.4686305160812,0.0,21.091896789550084,-29.397242131466836,27.71015235485054,-29.020034384077213,27.502774693828155,46.52279425667216,24.0,LARGE_AMOUNT_P95|LARGE_BALANCE_DROP_80PCT|FIRST_TIME_LARGE_TX|NEW_ACCOUNT_LARGE_TX,ACCOUNT|AMOUNT|BALANCE|TEMPORAL,4,70,HIGH_RISK,1
TX000065,2024-01-04 09:00:00,81,9,0,CASH_OUT,1005.2413320422721,LARGE,0,C000065,5782.192434804219,4776.951102761947,M004127,492.7057542563986,1497.9470862986707,0.17382117980244988,-29.26870073575427,28.20367761822224,-29.140979336990114,27.50393887229327,69.38545758727082,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000066,2024-01-24 10:00:00,562,10,0,CASH_IN,3793.9149711491355,LARGE,0,C000066,126.41582302475062,3920.3307941738863,M007763,1749.3774169837939,0.0,29.77585421562724,-29.34759981445865,28.105028813804047,-29.678846385028862,27.813829865664918,46.37539556066758,24.0,LARGE_BALANCE_DROP_80PCT|FIRST_TIME_LARGE_TX,BALANCE|TEMPORAL,2,35,MEDIUM_RISK,0
TX000067,2024-01-17 04:00:00,388,4,0,PAYMENT,1403.0909805975643,LARGE,0,C000067,940.2949826065247,0.0,M004395,4418.067220265534,5821.1582008630985,1.490596472438733,-29.712771793516904,27.445976564268072,-29.747461603481753,27.287946013684728,15.739175878625362,24.0,LARGE_BALANCE_DROP_80PCT,BALANCE,1,20,LOW_RISK,0
TX000068,2024-01-01 02:00:00,2,2,0,PAYMENT,526.5601367595143,MEDIUM,0,C000068,3021.8276897037103,2495.267552944196,M001845,919.6278429228314,1446.1879796823457,0.17419455913847554,-29.555005672334485,27.08784406578072,-29.115319033237878,27.80609313785005,85.07535166808134,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000069,2024-01-17 06:00:00,390,6,0,TRANSFER,800.3455621188144,MEDIUM,0,C000069,3033.677309006522,2233.3317468877076,M002164,16.239500913904834,816.5850630327193,0.2637333332751704,-29.90419120755243,27.21383438570241,-29.2277095504112,27.418448155797453,77.78085191237315,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000070,2024-01-24 14:00:00,566,14,0,DEBIT,670.3520601496659,MEDIUM,0,C000070,5787.045313088634,5116.693252938969,M006904,3312.4267627040836,3982.7788228537493,0.11581665724588991,-29.602168769388882,28.257441175501146,-29.098904446537052,27.433474356362698,97.51471158564806,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000071,2024-01-05 10:00:00,106,10,0,TRANSFER,1176.069775864938,LARGE,0,C000071,12051.57734319634,10875.507567331402,M006360,10794.55110591415,11970.620881779088,0.09757828075907991,-29.4930182084815,28.096820729994423,-29.433412843925115,28.108122043553433,6.717517181691557,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000072,2024-01-20 21:00:00,477,21,1,TRANSFER,1318.5648091958358,LARGE,0,C000072,5094.832037420935,3776.2672282250996,M001354,2800.5133513179217,4119.078160513757,0.2587535851874698,-29.785752723886734,27.996502266693415,-29.126116070744633,27.044390405339904,117.80382501812306,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000073,2024-01-30 07:00:00,703,7,0,CASH_OUT,317.5694339855995,MEDIUM,0,C000073,15345.290219468372,15027.720785482772,M002872,383.23373633508123,700.8031703206807,0.020693563685035065,-29.947533850733446,27.195973247544973,-29.43729601716689,27.57141864401071,67.33620803220492,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
TX000074,2024-01-17 18:00:00,402,18,0,TRANSFER,1798.5270612038053,LARGE,0,C000074,10669.09329410762,8870.566232903815,M003024,1160.2234179972982,2958.750479201103,0.16855776342621218,-29.35584591124497,27.959896031175788,-29.73209825580113,27.611301570230466,53.73573555241745,24.0,NORMAL,NO_ANOMALY,0,0,NO_RISK,0
